,temp,CO2,RH,PM25,PplCnt,OccStat,LgtStat,PNO,Ppl,time
0,22.7,1450,48.5,0.1,6,1,2,14606,"[{'ID': 57, 'ImgX': 454, 'ImgY': 192, 'ActLvl': 1}, {'ID': 6, 'ImgX': 310, 'ImgY': 296, 'ActLvl': 45}, {'ID': 8, 'ImgX': 358, 'ImgY': 296, 'ActLvl': 45}, {'ID': 13, 'ImgX': 340, 'ImgY': 286, 'ActLvl': 53}, {'ID': 14, 'ImgX': 404, 'ImgY': 276, 'ActLvl': 10}, {'ID': 15, 'ImgX': 376, 'ImgY': 232, 'ActLvl': 2}]",2022-7-6-22:43:45
0,22.8,1453,48.5,0.1,5,1,2,14608,"[{'ID': 57, 'ImgX': 454, 'ImgY': 196, 'ActLvl': 0}, {'ID': 8, 'ImgX': 358, 'ImgY': 294, 'ActLvl': 30}, {'ID': 13, 'ImgX': 324, 'ImgY': 272, 'ActLvl': 39}, {'ID': 14, 'ImgX': 406, 'ImgY': 296, 'ActLvl': 17}, {'ID': 15, 'ImgX': 376, 'ImgY': 232, 'ActLvl': 5}]",2022-7-6-22:43:50
0,22.8,1448,48.3,0.1,5,1,2,14610,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 6, 'ImgX': 306, 'ImgY': 288, 'ActLvl': 9}, {'ID': 8, 'ImgX': 338, 'ImgY': 284, 'ActLvl': 11}, {'ID': 14, 'ImgX': 416, 'ImgY': 282, 'ActLvl': 6}, {'ID': 15, 'ImgX': 376, 'ImgY': 232, 'ActLvl': 4}]",2022-7-6-22:43:55
0,22.8,1452,48.1,0.1,3,1,2,14612,"[{'ID': 6, 'ImgX': 334, 'ImgY': 284, 'ActLvl': 46}, {'ID': 8, 'ImgX': 352, 'ImgY': 290, 'ActLvl': 38}, {'ID': 14, 'ImgX': 416, 'ImgY': 282, 'ActLvl': 2}]",2022-7-6-22:44:0
0,22.8,1452,48.1,0.1,5,1,2,14614,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 6, 'ImgX': 324, 'ImgY': 288, 'ActLvl': 8}, {'ID': 8, 'ImgX': 358, 'ImgY': 290, 'ActLvl': 9}, {'ID': 14, 'ImgX': 416, 'ImgY': 282, 'ActLvl': 3}, {'ID': 16, 'ImgX': 156, 'ImgY': 198, 'ActLvl': 66}]",2022-7-6-22:44:5
0,22.8,1453,48.2,0.1,4,1,2,14616,"[{'ID': 57, 'ImgX': 454, 'ImgY': 196, 'ActLvl': 0}, {'ID': 6, 'ImgX': 312, 'ImgY': 276, 'ActLvl': 8}, {'ID': 8, 'ImgX': 360, 'ImgY': 290, 'ActLvl': 6}, {'ID': 14, 'ImgX': 366, 'ImgY': 258, 'ActLvl': 7}]",2022-7-6-22:44:10
0,22.8,1448,48.2,0.1,3,1,2,14618,"[{'ID': 6, 'ImgX': 308, 'ImgY': 294, 'ActLvl': 16}, {'ID': 8, 'ImgX': 362, 'ImgY': 292, 'ActLvl': 4}, {'ID': 14, 'ImgX': 366, 'ImgY': 258, 'ActLvl': 5}]",2022-7-6-22:44:15
0,22.7,1447,48.2,0.1,4,1,2,14620,"[{'ID': 57, 'ImgX': 454, 'ImgY': 196, 'ActLvl': 0}, {'ID': 6, 'ImgX': 346, 'ImgY': 266, 'ActLvl': 13}, {'ID': 8, 'ImgX': 358, 'ImgY': 280, 'ActLvl': 9}, {'ID': 14, 'ImgX': 360, 'ImgY': 254, 'ActLvl': 11}]",2022-7-6-22:44:20
0,22.7,1442,48.2,0.2,3,1,2,14622,"[{'ID': 57, 'ImgX': 454, 'ImgY': 192, 'ActLvl': 0}, {'ID': 6, 'ImgX': 358, 'ImgY': 260, 'ActLvl': 20}, {'ID': 8, 'ImgX': 358, 'ImgY': 288, 'ActLvl': 15}]",2022-7-6-22:44:25
0,22.7,1446,48.3,0.2,4,1,2,14624,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 6, 'ImgX': 338, 'ImgY': 270, 'ActLvl': 20}, {'ID': 8, 'ImgX': 360, 'ImgY': 262, 'ActLvl': 16}, {'ID': 17, 'ImgX': 300, 'ImgY': 296, 'ActLvl': 14}]",2022-7-6-22:44:30
0,22.7,1442,48.3,0.2,3,1,2,14626,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 8, 'ImgX': 348, 'ImgY': 258, 'ActLvl': 13}, {'ID': 17, 'ImgX': 316, 'ImgY': 290, 'ActLvl': 16}]",2022-7-6-22:44:35
0,22.7,1444,48.3,0.2,4,1,2,14628,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 8, 'ImgX': 362, 'ImgY': 244, 'ActLvl': 13}, {'ID': 17, 'ImgX': 312, 'ImgY': 286, 'ActLvl': 16}, {'ID': 18, 'ImgX': 348, 'ImgY': 274, 'ActLvl': 10}]",2022-7-6-22:44:40
0,22.7,1443,48.4,0.2,2,1,2,14630,"[{'ID': 57, 'ImgX': 454, 'ImgY': 192, 'ActLvl': 0}, {'ID': 17, 'ImgX': 326, 'ImgY': 278, 'ActLvl': 11}]",2022-7-6-22:44:45
0,22.7,1440,48.5,0.2,3,1,2,14632,"[{'ID': 57, 'ImgX': 454, 'ImgY': 192, 'ActLvl': 0}, {'ID': 17, 'ImgX': 362, 'ImgY': 290, 'ActLvl': 14}, {'ID': 19, 'ImgX': 350, 'ImgY': 264, 'ActLvl': 15}]",2022-7-6-22:44:50
0,22.7,1439,48.6,0.2,5,1,2,14634,"[{'ID': 57, 'ImgX': 454, 'ImgY': 196, 'ActLvl': 0}, {'ID': 17, 'ImgX': 362, 'ImgY': 290, 'ActLvl': 3}, {'ID': 19, 'ImgX': 338, 'ImgY': 268, 'ActLvl': 7}, {'ID': 21, 'ImgX': 246, 'ImgY': 318, 'ActLvl': 10}, {'ID': 22, 'ImgX': 364, 'ImgY': 252, 'ActLvl': 0}]",2022-7-6-22:44:55
0,22.7,1434,48.5,0.1,3,1,2,14636,"[{'ID': 57, 'ImgX': 454, 'ImgY': 196, 'ActLvl': 0}, {'ID': 19, 'ImgX': 366, 'ImgY': 254, 'ActLvl': 9}, {'ID': 21, 'ImgX': 296, 'ImgY': 284, 'ActLvl': 50}]",2022-7-6-22:45:0
0,22.7,1431,48.2,0.1,5,1,2,14638,"[{'ID': 17, 'ImgX': 362, 'ImgY': 290, 'ActLvl': 15}, {'ID': 19, 'ImgX': 384, 'ImgY': 262, 'ActLvl': 23}, {'ID': 21, 'ImgX': 264, 'ImgY': 280, 'ActLvl': 23}, {'ID': 23, 'ImgX': 412, 'ImgY': 284, 'ActLvl': 16}, {'ID': 24, 'ImgX': 244, 'ImgY': 170, 'ActLvl': 70}]",2022-7-6-22:45:5
0,22.7,1433,48.1,0.1,5,1,2,14639,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 17, 'ImgX': 356, 'ImgY': 264, 'ActLvl': 7}, {'ID': 19, 'ImgX': 384, 'ImgY': 264, 'ActLvl': 7}, {'ID': 21, 'ImgX': 266, 'ImgY': 268, 'ActLvl': 28}, {'ID': 24, 'ImgX': 238, 'ImgY': 214, 'ActLvl': 48}]",2022-7-6-22:45:10
0,22.7,1436,47.8,0.2,5,1,2,14641,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 17, 'ImgX': 344, 'ImgY': 266, 'ActLvl': 11}, {'ID': 19, 'ImgX': 386, 'ImgY': 260, 'ActLvl': 5}, {'ID': 21, 'ImgX': 270, 'ImgY': 282, 'ActLvl': 30}, {'ID': 25, 'ImgX': 424, 'ImgY': 260, 'ActLvl': 2}]",2022-7-6-22:45:15
0,22.7,1441,47.9,0.2,5,1,2,14643,"[{'ID': 57, 'ImgX': 454, 'ImgY': 194, 'ActLvl': 0}, {'ID': 17, 'ImgX': 258, 'ImgY': 280, 'ActLvl': 28}, {'ID': 21, 'ImgX': 248, 'ImgY': 144, 'ActLvl': 67}, {'ID': 25, 'ImgX': 424, 'ImgY': 258, 'ActLvl': 2}, {'ID': 26, 'ImgX': 326, 'ImgY': 274, 'ActLvl': 25}]",2022-7-6-22:45:20
0,22.6,1450,48.2,0.2,4,1,2,14647,"[{'ID': 57, 'ImgX': 460, 'ImgY': 186, 'ActLvl': 41}, {'ID': 21, 'ImgX': 178, 'ImgY': 240, 'ActLvl': 18}, {'ID': 25, 'ImgX': 428, 'ImgY': 254, 'ActLvl': 1}, {'ID': 26, 'ImgX': 350, 'ImgY': 294, 'ActLvl': 32}]",2022-7-6-22:45:25
0,22.6,1445,48.4,0.2,4,1,2,14650,"[{'ID': 21, 'ImgX': 174, 'ImgY': 246, 'ActLvl': 27}, {'ID': 25, 'ImgX': 376, 'ImgY': 290, 'ActLvl': 7}, {'ID': 26, 'ImgX': 308, 'ImgY': 274, 'ActLvl': 22}, {'ID': 30, 'ImgX': 282, 'ImgY': 80, 'ActLvl': 66}]",2022-7-6-22:45:30
0,22.6,1443,48.5,0.2,6,1,2,14652,"[{'ID': 21, 'ImgX': 178, 'ImgY': 260, 'ActLvl': 28}, {'ID': 25, 'ImgX': 368, 'ImgY': 278, 'ActLvl': 13}, {'ID': 26, 'ImgX': 312, 'ImgY': 274, 'ActLvl': 17}, {'ID': 30, 'ImgX': 316, 'ImgY': 72, 'ActLvl': 52}, {'ID': 31, 'ImgX': 184, 'ImgY': 216, 'ActLvl': 21}, {'ID': 32, 'ImgX': 428, 'ImgY': 270, 'ActLvl': 3}]",2022-7-6-22:45:35
0,22.6,1441,48.7,0.2,5,1,2,14654,"[{'ID': 21, 'ImgX': 170, 'ImgY': 232, 'ActLvl': 47}, {'ID': 25, 'ImgX': 382, 'ImgY': 280, 'ActLvl': 25}, {'ID': 26, 'ImgX': 314, 'ImgY': 272, 'ActLvl': 12}, {'ID': 30, 'ImgX': 310, 'ImgY': 90, 'ActLvl': 3}, {'ID': 33, 'ImgX': 402, 'ImgY': 272, 'ActLvl': 27}]",2022-7-6-22:45:40
0,22.6,1445,48.8,0.2,5,1,2,14656,"[{'ID': 21, 'ImgX': 166, 'ImgY': 218, 'ActLvl': 53}, {'ID': 25, 'ImgX': 386, 'ImgY': 270, 'ActLvl': 17}, {'ID': 30, 'ImgX': 310, 'ImgY': 92, 'ActLvl': 5}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 4}, {'ID': 34, 'ImgX': 308, 'ImgY': 268, 'ActLvl': 6}]",2022-7-6-22:45:45
0,22.6,1435,49.0,0.1,4,1,2,14658,"[{'ID': 25, 'ImgX': 388, 'ImgY': 278, 'ActLvl': 4}, {'ID': 30, 'ImgX': 310, 'ImgY': 92, 'ActLvl': 2}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 2}, {'ID': 35, 'ImgX': 312, 'ImgY': 274, 'ActLvl': 19}]",2022-7-6-22:45:50
0,22.5,1432,49.0,0.1,5,1,2,14660,"[{'ID': 30, 'ImgX': 310, 'ImgY': 92, 'ActLvl': 0}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 2}, {'ID': 36, 'ImgX': 388, 'ImgY': 256, 'ActLvl': 7}, {'ID': 37, 'ImgX': 174, 'ImgY': 214, 'ActLvl': 67}, {'ID': 38, 'ImgX': 176, 'ImgY': 166, 'ActLvl': 68}]",2022-7-6-22:45:55
0,22.5,1432,49.1,0.1,5,1,2,14662,"[{'ID': 30, 'ImgX': 310, 'ImgY': 92, 'ActLvl': 0}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 3}, {'ID': 36, 'ImgX': 378, 'ImgY': 264, 'ActLvl': 13}, {'ID': 37, 'ImgX': 188, 'ImgY': 262, 'ActLvl': 12}, {'ID': 39, 'ImgX': 184, 'ImgY': 222, 'ActLvl': 6}]",2022-7-6-22:46:0
0,22.6,1435,49.1,0.1,5,1,2,14664,"[{'ID': 30, 'ImgX': 310, 'ImgY': 84, 'ActLvl': 2}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 6}, {'ID': 36, 'ImgX': 410, 'ImgY': 266, 'ActLvl': 9}, {'ID': 37, 'ImgX': 178, 'ImgY': 252, 'ActLvl': 25}, {'ID': 39, 'ImgX': 186, 'ImgY': 232, 'ActLvl': 19}]",2022-7-6-22:46:5
0,22.6,1433,49.1,0.1,5,1,2,14666,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 3}, {'ID': 36, 'ImgX': 410, 'ImgY': 270, 'ActLvl': 4}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 5}, {'ID': 39, 'ImgX': 182, 'ImgY': 230, 'ActLvl': 6}]",2022-7-6-22:46:10
0,22.5,1431,49.1,0.1,6,1,2,14667,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 8}, {'ID': 36, 'ImgX': 392, 'ImgY': 250, 'ActLvl': 10}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 1}, {'ID': 39, 'ImgX': 180, 'ImgY': 230, 'ActLvl': 4}, {'ID': 40, 'ImgX': 300, 'ImgY': 276, 'ActLvl': 4}]",2022-7-6-22:46:15
0,22.6,1432,49.2,0.1,6,1,2,14669,"[{'ID': 30, 'ImgX': 310, 'ImgY': 80, 'ActLvl': 0}, {'ID': 32, 'ImgX': 436, 'ImgY': 242, 'ActLvl': 3}, {'ID': 36, 'ImgX': 384, 'ImgY': 270, 'ActLvl': 3}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 1}, {'ID': 39, 'ImgX': 180, 'ImgY': 230, 'ActLvl': 1}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 3}]",2022-7-6-22:46:20
0,22.6,1438,49.4,0.1,6,1,2,14671,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 2}, {'ID': 32, 'ImgX': 428, 'ImgY': 262, 'ActLvl': 2}, {'ID': 36, 'ImgX': 384, 'ImgY': 270, 'ActLvl': 3}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 1}, {'ID': 39, 'ImgX': 174, 'ImgY': 224, 'ActLvl': 3}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 1}]",2022-7-6-22:46:25
0,22.6,1437,49.6,0.1,6,1,2,14673,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 422, 'ImgY': 270, 'ActLvl': 14}, {'ID': 36, 'ImgX': 398, 'ImgY': 282, 'ActLvl': 18}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 0}, {'ID': 39, 'ImgX': 178, 'ImgY': 224, 'ActLvl': 1}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 2}]",2022-7-6-22:46:30
0,22.6,1439,49.5,0.1,6,1,2,14675,"[{'ID': 30, 'ImgX': 312, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 424, 'ImgY': 254, 'ActLvl': 6}, {'ID': 36, 'ImgX': 386, 'ImgY': 268, 'ActLvl': 8}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 0}, {'ID': 39, 'ImgX': 178, 'ImgY': 224, 'ActLvl': 0}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 1}]",2022-7-6-22:46:35
0,22.6,1441,49.2,0.2,6,1,2,14677,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 414, 'ImgY': 276, 'ActLvl': 10}, {'ID': 36, 'ImgX': 384, 'ImgY': 274, 'ActLvl': 12}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 2}, {'ID': 39, 'ImgX': 186, 'ImgY': 234, 'ActLvl': 3}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 7}]",2022-7-6-22:46:40
0,22.6,1439,49.0,0.2,7,1,2,14679,"[{'ID': 30, 'ImgX': 318, 'ImgY': 80, 'ActLvl': 1}, {'ID': 32, 'ImgX': 398, 'ImgY': 278, 'ActLvl': 23}, {'ID': 36, 'ImgX': 344, 'ImgY': 282, 'ActLvl': 12}, {'ID': 37, 'ImgX': 186, 'ImgY': 274, 'ActLvl': 1}, {'ID': 39, 'ImgX': 180, 'ImgY': 224, 'ActLvl': 0}, {'ID': 40, 'ImgX': 312, 'ImgY': 246, 'ActLvl': 2}, {'ID': 41, 'ImgX': 420, 'ImgY': 166, 'ActLvl': 53}]",2022-7-6-22:46:45
0,22.6,1435,48.9,0.2,6,1,2,14682,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 356, 'ImgY': 292, 'ActLvl': 63}, {'ID': 36, 'ImgX': 332, 'ImgY': 286, 'ActLvl': 47}, {'ID': 39, 'ImgX': 186, 'ImgY': 238, 'ActLvl': 14}, {'ID': 41, 'ImgX': 270, 'ImgY': 268, 'ActLvl': 66}, {'ID': 44, 'ImgX': 184, 'ImgY': 280, 'ActLvl': 0}]",2022-7-6-22:46:50
0,22.6,1431,49.1,0.2,7,1,2,14684,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 410, 'ImgY': 274, 'ActLvl': 38}, {'ID': 36, 'ImgX': 302, 'ImgY': 272, 'ActLvl': 60}, {'ID': 39, 'ImgX': 186, 'ImgY': 226, 'ActLvl': 9}, {'ID': 41, 'ImgX': 264, 'ImgY': 250, 'ActLvl': 64}, {'ID': 44, 'ImgX': 186, 'ImgY': 276, 'ActLvl': 2}, {'ID': 46, 'ImgX': 348, 'ImgY': 272, 'ActLvl': 34}]",2022-7-6-22:46:55
0,22.6,1429,49.1,0.2,7,1,2,14686,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 430, 'ImgY': 282, 'ActLvl': 15}, {'ID': 36, 'ImgX': 262, 'ImgY': 230, 'ActLvl': 79}, {'ID': 39, 'ImgX': 186, 'ImgY': 226, 'ActLvl': 9}, {'ID': 41, 'ImgX': 262, 'ImgY': 190, 'ActLvl': 87}, {'ID': 44, 'ImgX': 186, 'ImgY': 276, 'ActLvl': 4}, {'ID': 46, 'ImgX': 322, 'ImgY': 294, 'ActLvl': 48}]",2022-7-6-22:47:0
0,22.6,1427,49.3,0.2,5,1,2,14688,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 416, 'ImgY': 276, 'ActLvl': 16}, {'ID': 36, 'ImgX': 250, 'ImgY': 218, 'ActLvl': 96}, {'ID': 39, 'ImgX': 176, 'ImgY': 224, 'ActLvl': 35}, {'ID': 48, 'ImgX': 320, 'ImgY': 278, 'ActLvl': 23}]",2022-7-6-22:47:5
0,22.6,1434,49.1,0.2,6,1,2,14690,"[{'ID': 30, 'ImgX': 324, 'ImgY': 78, 'ActLvl': 0}, {'ID': 32, 'ImgX': 422, 'ImgY': 248, 'ActLvl': 41}, {'ID': 36, 'ImgX': 274, 'ImgY': 284, 'ActLvl': 76}, {'ID': 39, 'ImgX': 170, 'ImgY': 240, 'ActLvl': 10}, {'ID': 46, 'ImgX': 304, 'ImgY': 250, 'ActLvl': 42}, {'ID': 49, 'ImgX': 366, 'ImgY': 286, 'ActLvl': 59}]",2022-7-6-22:47:10
0,22.6,1434,49.3,0.1,7,1,2,14692,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 1}, {'ID': 32, 'ImgX': 436, 'ImgY': 260, 'ActLvl': 43}, {'ID': 36, 'ImgX': 274, 'ImgY': 256, 'ActLvl': 66}, {'ID': 39, 'ImgX': 176, 'ImgY': 214, 'ActLvl': 33}, {'ID': 46, 'ImgX': 308, 'ImgY': 254, 'ActLvl': 58}, {'ID': 49, 'ImgX': 360, 'ImgY': 276, 'ActLvl': 18}, {'ID': 51, 'ImgX': 332, 'ImgY': 258, 'ActLvl': 29}]",2022-7-6-22:47:15
0,22.6,1430,49.6,0.1,5,1,2,14694,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 414, 'ImgY': 264, 'ActLvl': 21}, {'ID': 36, 'ImgX': 262, 'ImgY': 256, 'ActLvl': 44}, {'ID': 39, 'ImgX': 174, 'ImgY': 224, 'ActLvl': 20}, {'ID': 46, 'ImgX': 308, 'ImgY': 254, 'ActLvl': 19}]",2022-7-6-22:47:20
0,22.6,1432,49.9,0.1,7,1,2,14696,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 4}, {'ID': 32, 'ImgX': 368, 'ImgY': 288, 'ActLvl': 11}, {'ID': 36, 'ImgX': 272, 'ImgY': 246, 'ActLvl': 59}, {'ID': 39, 'ImgX': 178, 'ImgY': 254, 'ActLvl': 19}, {'ID': 46, 'ImgX': 312, 'ImgY': 280, 'ActLvl': 33}, {'ID': 51, 'ImgX': 292, 'ImgY': 264, 'ActLvl': 55}, {'ID': 52, 'ImgX': 406, 'ImgY': 250, 'ActLvl': 53}]",2022-7-6-22:47:25
0,22.6,1434,49.9,0.2,6,1,2,14698,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 1}, {'ID': 32, 'ImgX': 348, 'ImgY': 282, 'ActLvl': 24}, {'ID': 39, 'ImgX': 182, 'ImgY': 266, 'ActLvl': 8}, {'ID': 46, 'ImgX': 278, 'ImgY': 258, 'ActLvl': 42}, {'ID': 51, 'ImgX': 326, 'ImgY': 284, 'ActLvl': 35}, {'ID': 52, 'ImgX': 426, 'ImgY': 270, 'ActLvl': 6}]",2022-7-6-22:47:30
0,22.6,1433,50.0,0.2,6,1,2,14700,"[{'ID': 30, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 0}, {'ID': 32, 'ImgX': 376, 'ImgY': 278, 'ActLvl': 29}, {'ID': 39, 'ImgX': 178, 'ImgY': 228, 'ActLvl': 15}, {'ID': 46, 'ImgX': 270, 'ImgY': 258, 'ActLvl': 42}, {'ID': 51, 'ImgX': 328, 'ImgY': 284, 'ActLvl': 38}, {'ID': 52, 'ImgX': 424, 'ImgY': 270, 'ActLvl': 6}]",2022-7-6-22:47:35
0,22.6,1433,49.9,0.2,6,1,2,14702,"[{'ID': 30, 'ImgX': 320, 'ImgY': 78, 'ActLvl': 44}, {'ID': 32, 'ImgX': 352, 'ImgY': 266, 'ActLvl': 12}, {'ID': 39, 'ImgX': 272, 'ImgY': 70, 'ActLvl': 63}, {'ID': 46, 'ImgX': 278, 'ImgY': 260, 'ActLvl': 48}, {'ID': 51, 'ImgX': 296, 'ImgY': 256, 'ActLvl': 45}, {'ID': 52, 'ImgX': 414, 'ImgY': 288, 'ActLvl': 6}]",2022-7-6-22:47:40
0,22.6,1433,49.9,0.2,7,1,2,14703,"[{'ID': 30, 'ImgX': 376, 'ImgY': 66, 'ActLvl': 52}, {'ID': 32, 'ImgX': 352, 'ImgY': 266, 'ActLvl': 14}, {'ID': 39, 'ImgX': 294, 'ImgY': 72, 'ActLvl': 21}, {'ID': 46, 'ImgX': 288, 'ImgY': 272, 'ActLvl': 38}, {'ID': 51, 'ImgX': 308, 'ImgY': 276, 'ActLvl': 27}, {'ID': 52, 'ImgX': 414, 'ImgY': 288, 'ActLvl': 8}, {'ID': 53, 'ImgX': 392, 'ImgY': 272, 'ActLvl': 3}]",2022-7-6-22:47:45
0,22.6,1435,50.0,0.1,6,1,2,14705,"[{'ID': 30, 'ImgX': 378, 'ImgY': 72, 'ActLvl': 34}, {'ID': 32, 'ImgX': 352, 'ImgY': 266, 'ActLvl': 5}, {'ID': 39, 'ImgX': 306, 'ImgY': 82, 'ActLvl': 4}, {'ID': 46, 'ImgX': 288, 'ImgY': 240, 'ActLvl': 34}, {'ID': 51, 'ImgX': 280, 'ImgY': 258, 'ActLvl': 30}, {'ID': 52, 'ImgX': 418, 'ImgY': 280, 'ActLvl': 19}]",2022-7-6-22:47:50
0,22.6,1443,49.9,0.1,7,1,2,14707,"[{'ID': 30, 'ImgX': 378, 'ImgY': 76, 'ActLvl': 8}, {'ID': 32, 'ImgX': 352, 'ImgY': 270, 'ActLvl': 16}, {'ID': 39, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 4}, {'ID': 46, 'ImgX': 272, 'ImgY': 248, 'ActLvl': 25}, {'ID': 51, 'ImgX': 280, 'ImgY': 258, 'ActLvl': 26}, {'ID': 52, 'ImgX': 404, 'ImgY': 272, 'ActLvl': 18}, {'ID': 54, 'ImgX': 332, 'ImgY': 278, 'ActLvl': 17}]",2022-7-6-22:47:55
0,22.6,1440,49.8,0.1,7,1,2,14709,"[{'ID': 30, 'ImgX': 386, 'ImgY': 80, 'ActLvl': 16}, {'ID': 32, 'ImgX': 378, 'ImgY': 270, 'ActLvl': 6}, {'ID': 39, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 6}, {'ID': 46, 'ImgX': 294, 'ImgY': 260, 'ActLvl': 35}, {'ID': 51, 'ImgX': 280, 'ImgY': 262, 'ActLvl': 34}, {'ID': 54, 'ImgX': 346, 'ImgY': 264, 'ActLvl': 17}, {'ID': 55, 'ImgX': 384, 'ImgY': 144, 'ActLvl': 66}]",2022-7-6-22:48:0
0,22.6,1437,49.6,0.1,6,1,2,14711,"[{'ID': 30, 'ImgX': 438, 'ImgY': 148, 'ActLvl': 60}, {'ID': 32, 'ImgX': 370, 'ImgY': 294, 'ActLvl': 47}, {'ID': 39, 'ImgX': 306, 'ImgY': 82, 'ActLvl': 13}, {'ID': 46, 'ImgX': 278, 'ImgY': 260, 'ActLvl': 38}, {'ID': 54, 'ImgX': 350, 'ImgY': 264, 'ActLvl': 25}, {'ID': 56, 'ImgX': 348, 'ImgY': 158, 'ActLvl': 40}]",2022-7-6-22:48:5
0,22.6,1440,49.7,0.1,4,1,2,14713,"[{'ID': 32, 'ImgX': 412, 'ImgY': 272, 'ActLvl': 12}, {'ID': 39, 'ImgX': 308, 'ImgY': 76, 'ActLvl': 3}, {'ID': 46, 'ImgX': 264, 'ImgY': 280, 'ActLvl': 74}, {'ID': 54, 'ImgX': 366, 'ImgY': 278, 'ActLvl': 5}]",2022-7-6-22:48:10
0,22.6,1440,49.9,0.1,5,1,2,14715,"[{'ID': 32, 'ImgX': 412, 'ImgY': 272, 'ActLvl': 11}, {'ID': 39, 'ImgX': 310, 'ImgY': 82, 'ActLvl': 9}, {'ID': 46, 'ImgX': 278, 'ImgY': 260, 'ActLvl': 14}, {'ID': 54, 'ImgX': 366, 'ImgY': 278, 'ActLvl': 7}, {'ID': 58, 'ImgX': 322, 'ImgY': 266, 'ActLvl': 8}]",2022-7-6-22:48:15
0,22.6,1437,50.0,0.2,4,1,2,14717,"[{'ID': 32, 'ImgX': 408, 'ImgY': 260, 'ActLvl': 1}, {'ID': 39, 'ImgX': 172, 'ImgY': 222, 'ActLvl': 48}, {'ID': 46, 'ImgX': 284, 'ImgY': 262, 'ActLvl': 35}, {'ID': 54, 'ImgX': 366, 'ImgY': 278, 'ActLvl': 5}]",2022-7-6-22:48:20
